PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Vermont,2021,37,X,1.09709,X,X,X,X,X,X,40,12,3646
States,Virginia,2021,37,X,2.92606,X,X,X,X,X,X,3552,166,121392
States,Washington,2021,37,X,1.41689,X,X,X,X,X,X,511,70,36065
States,West Virginia,2021,37,X,0.681007,X,X,X,X,X,X,63,22,9251
States,Wisconsin,2021,37,X,1.55202,X,X,X,X,X,X,375,34,24162
States,Wyoming,2021,37,X,2.14928,X,X,X,X,X,X,55,8,2559
States,Commonwealth of the Northern Mariana Islands,2021,37,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,37,X,8.42105,X,X,X,X,X,X,160,6,1900
States,Virgin Islands,2021,37,X,0.522534,X,X,X,X,X,X,8,4,1531
States,New York City,2021,37,X,1.75263,X,X,X,X,X,X,1349,25,76970
States,Alabama,2021,38,X,1.63054,X,X,X,X,X,X,659,92,40416
States,Alaska,2021,38,X,1.26935,X,X,X,X,X,X,41,12,3230
States,Arizona,2021,38,X,1.5257,X,X,X,X,X,X,171,28,11208
States,Arkansas,2021,38,X,1.31797,X,X,X,X,X,X,191,50,14492
States,California,2021,38,X,1.89232,X,X,X,X,X,X,1260,99,66585
States,Colorado,2021,38,X,1.88778,X,X,X,X,X,X,794,82,42060
States,Connecticut,2021,38,X,1.27961,X,X,X,X,X,X,618,70,48296
States,Delaware,2021,38,X,0.999216,X,X,X,X,X,X,102,17,10208
States,District of Columbia,2021,38,X,7.28814,X,X,X,X,X,X,430,4,5900
States,Florida,2021,38,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2021,38,X,2.53302,X,X,X,X,X,X,1751,100,69127
States,Hawaii,2021,38,X,0.965447,X,X,X,X,X,X,19,11,1968
States,Idaho,2021,38,X,1.9328,X,X,X,X,X,X,172,31,8899
States,Illinois,2021,38,X,1.24349,X,X,X,X,X,X,936,178,75272
States,Indiana,2021,38,X,1.62679,X,X,X,X,X,X,852,95,52373
States,Iowa,2021,38,X,1.38864,X,X,X,X,X,X,77,13,5545
States,Kansas,2021,38,X,1.5082,X,X,X,X,X,X,148,16,9813
States,Kentucky,2021,38,X,1.90924,X,X,X,X,X,X,621,71,32526
States,Louisiana,2021,38,X,0.89535,X,X,X,X,X,X,356,91,39761
States,Maine,2021,38,X,1.42171,X,X,X,X,X,X,213,47,14982
States,Maryland,2021,38,X,2.29931,X,X,X,X,X,X,977,50,42491
States,Massachusetts,2021,38,X,1.2885,X,X,X,X,X,X,973,83,75514
States,Michigan,2021,38,X,0.786247,X,X,X,X,X,X,59,20,7504
States,Minnesota,2021,38,X,1.42057,X,X,X,X,X,X,383,59,26961
States,Mississippi,2021,38,X,1.77446,X,X,X,X,X,X,138,16,7777
States,Missouri,2021,38,X,1.87535,X,X,X,X,X,X,541,49,28848
States,Montana,2021,38,X,1.75799,X,X,X,X,X,X,137,31,7793
States,Nebraska,2021,38,X,2.04291,X,X,X,X,X,X,298,71,14587
States,Nevada,2021,38,X,2.0175,X,X,X,X,X,X,196,23,9715
States,New Hampshire,2021,38,X,0,X,X,X,X,X,X,0,8,1579
States,New Jersey,2021,38,X,3.36504,X,X,X,X,X,X,1047,34,31114
States,New Mexico,2021,38,X,2.49159,X,X,X,X,X,X,496,35,19907
States,New York,2021,38,X,1.97953,X,X,X,X,X,X,1137,120,57438
States,North Carolina,2021,38,X,1.6075,X,X,X,X,X,X,1472,127,91571
States,North Dakota,2021,38,X,2.88898,X,X,X,X,X,X,70,9,2423
States,Ohio,2021,38,X,1.47586,X,X,X,X,X,X,181,26,12264
States,Oklahoma,2021,38,X,0.923154,X,X,X,X,X,X,37,12,4008
States,Oregon,2021,38,X,1.42025,X,X,X,X,X,X,541,88,38092
States,Pennsylvania,2021,38,X,1.64311,X,X,X,X,X,X,1217,101,74067
States,Rhode Island,2021,38,X,0.310963,X,X,X,X,X,X,43,26,13828
States,South Carolina,2021,38,X,0.969453,X,X,X,X,X,X,159,23,16401
States,South Dakota,2021,38,X,0.948577,X,X,X,X,X,X,95,31,10015
States,Tennessee,2021,38,X,1.55097,X,X,X,X,X,X,559,108,36042
States,Texas,2021,38,X,2.26962,X,X,X,X,X,X,1163,60,51242
States,Utah,2021,38,X,2.06325,X,X,X,X,X,X,398,47,19290
States,Vermont,2021,38,X,1.01498,X,X,X,X,X,X,42,11,4138
States,Virginia,2021,38,X,2.84729,X,X,X,X,X,X,3260,164,114495
States,Washington,2021,38,X,1.50085,X,X,X,X,X,X,555,70,36979
States,West Virginia,2021,38,X,0.438498,X,X,X,X,X,X,39,22,8894
States,Wisconsin,2021,38,X,1.41084,X,X,X,X,X,X,325,34,23036
States,Wyoming,2021,38,X,2.25933,X,X,X,X,X,X,46,7,2036
States,Commonwealth of the Northern Mariana Islands,2021,38,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,38,X,7.9312,X,X,X,X,X,X,166,6,2093
States,Virgin Islands,2021,38,X,0.382653,X,X,X,X,X,X,6,4,1568
States,New York City,2021,38,X,2.15561,X,X,X,X,X,X,1674,26,77658
States,Alabama,2021,39,X,1.72235,X,X,X,X,X,X,699,93,40584
States,Alaska,2021,39,X,1.40396,X,X,X,X,X,X,44,12,3134
States,Arizona,2021,39,X,1.75755,X,X,X,X,X,X,195,29,11095
States,Arkansas,2021,39,X,1.33847,X,X,X,X,X,X,205,52,15316
States,California,2021,39,X,1.63828,X,X,X,X,X,X,1185,106,72332
States,Colorado,2021,39,X,1.99639,X,X,X,X,X,X,851,82,42627
States,Connecticut,2021,39,X,1.49947,X,X,X,X,X,X,713,70,47550
States,Delaware,2021,39,X,1.2616,X,X,X,X,X,X,102,14,8085
States,District of Columbia,2021,39,X,5.67974,X,X,X,X,X,X,155,1,2729
States,Florida,2021,39,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2021,39,X,2.3478,X,X,X,X,X,X,1634,101,69597
States,Hawaii,2021,39,X,0.782779,X,X,X,X,X,X,16,11,2044
States,Idaho,2021,39,X,1.82841,X,X,X,X,X,X,182,34,9954
States,Illinois,2021,39,X,1.27059,X,X,X,X,X,X,937,175,73745
States,Indiana,2021,39,X,1.3661,X,X,X,X,X,X,736,96,53876
States,Iowa,2021,39,X,1.17955,X,X,X,X,X,X,72,15,6104
States,Kansas,2021,39,X,1.38116,X,X,X,X,X,X,134,15,9702
States,Kentucky,2021,39,X,1.7176,X,X,X,X,X,X,589,72,34292
States,Louisiana,2021,39,X,0.891454,X,X,X,X,X,X,346,92,38813
States,Maine,2021,39,X,1.15738,X,X,X,X,X,X,169,47,14602
States,Maryland,2021,39,X,2.1285,X,X,X,X,X,X,865,53,40639
States,Massachusetts,2021,39,X,1.36196,X,X,X,X,X,X,1011,83,74231
States,Michigan,2021,39,X,0.852985,X,X,X,X,X,X,68,18,7972
States,Minnesota,2021,39,X,1.21867,X,X,X,X,X,X,388,60,31838
States,Mississippi,2021,39,X,2.19598,X,X,X,X,X,X,106,8,4827
States,Missouri,2021,39,X,1.88679,X,X,X,X,X,X,553,49,29309
States,Montana,2021,39,X,1.89991,X,X,X,X,X,X,153,31,8053
States,Nebraska,2021,39,X,2.28161,X,X,X,X,X,X,216,71,9467
States,Nevada,2021,39,X,2.02759,X,X,X,X,X,X,169,21,8335
States,New Hampshire,2021,39,X,0,X,X,X,X,X,X,0,8,1484
States,New Jersey,2021,39,X,3.55039,X,X,X,X,X,X,1079,33,30391
States,New Mexico,2021,39,X,2.50359,X,X,X,X,X,X,541,38,21609
States,New York,2021,39,X,2.23827,X,X,X,X,X,X,1212,118,54149
States,North Carolina,2021,39,X,1.43506,X,X,X,X,X,X,1320,131,91982
States,North Dakota,2021,39,X,2.14246,X,X,X,X,X,X,77,9,3594
States,Ohio,2021,39,X,1.6135,X,X,X,X,X,X,173,24,10722
States,Oklahoma,2021,39,X,0.883869,X,X,X,X,X,X,36,12,4073
States,Oregon,2021,39,X,0.955545,X,X,X,X,X,X,371,89,38826
States,Pennsylvania,2021,39,X,1.59999,X,X,X,X,X,X,1169,100,73063
States,Rhode Island,2021,39,X,0.343335,X,X,X,X,X,X,46,26,13398
States,South Carolina,2021,39,X,1.0447,X,X,X,X,X,X,172,23,16464
States,South Dakota,2021,39,X,1.26715,X,X,X,X,X,X,121,30,9549
States,Tennessee,2021,39,X,1.56268,X,X,X,X,X,X,548,106,35068
States,Texas,2021,39,X,2.21705,X,X,X,X,X,X,1123,60,50653
States,Utah,2021,39,X,2.1684,X,X,X,X,X,X,436,47,20107
States,Vermont,2021,39,X,0.879567,X,X,X,X,X,X,39,13,4434
States,Virginia,2021,39,0,0,X,X,X,X,X,X,0,0,0
States,Washington,2021,39,X,1.50769,X,X,X,X,X,X,548,70,36347
States,West Virginia,2021,39,X,0.390078,X,X,X,X,X,X,39,25,9998
States,Wisconsin,2021,39,X,1.44815,X,X,X,X,X,X,337,34,23271
States,Wyoming,2021,39,X,1.70762,X,X,X,X,X,X,41,8,2401
States,Commonwealth of the Northern Mariana Islands,2021,39,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,39,X,7.57874,X,X,X,X,X,X,154,6,2032
States,Virgin Islands,2021,39,X,0.254453,X,X,X,X,X,X,4,4,1572
States,New York City,2021,39,X,2.46749,X,X,X,X,X,X,1818,28,73678
States,Alabama,2021,40,X,1.62021,X,X,X,X,X,X,765,107,47216
States,Alaska,2021,40,X,1.30255,X,X,X,X,X,X,44,12,3378
States,Arizona,2021,40,X,1.7584,X,X,X,X,X,X,192,29,10919
States,Arkansas,2021,40,X,1.56375,X,X,X,X,X,X,234,51,14964
States,California,2021,40,X,1.59507,X,X,X,X,X,X,1985,161,124446
States,Colorado,2021,40,X,2.036,X,X,X,X,X,X,862,82,42338
States,Connecticut,2021,40,X,1.59334,X,X,X,X,X,X,775,72,48640
States,Delaware,2021,40,X,1.07165,X,X,X,X,X,X,121,18,11291
States,District of Columbia,2021,40,X,4.63744,X,X,X,X,X,X,330,4,7116
States,Florida,2021,40,X,2.67459,X,X,X,X,X,X,6106,361,228297
States,Georgia,2021,40,X,2.41484,X,X,X,X,X,X,1702,103,70481
States,Hawaii,2021,40,X,0.917049,X,X,X,X,X,X,22,17,2399
States,Idaho,2021,40,X,1.73527,X,X,X,X,X,X,164,34,9451
States,Illinois,2021,40,X,0.979897,X,X,X,X,X,X,815,190,83172
States,Indiana,2021,40,X,1.42645,X,X,X,X,X,X,770,105,53980
States,Iowa,2021,40,X,1.49855,X,X,X,X,X,X,93,16,6206
States,Kansas,2021,40,X,1.35104,X,X,X,X,X,X,233,31,17246
States,Kentucky,2021,40,X,1.50902,X,X,X,X,X,X,537,78,35586
States,Louisiana,2021,40,X,1.1269,X,X,X,X,X,X,456,92,40465
States,Maine,2021,40,X,1.22684,X,X,X,X,X,X,192,53,15650
States,Maryland,2021,40,X,2.23126,X,X,X,X,X,X,955,60,42801
States,Massachusetts,2021,40,X,1.26197,X,X,X,X,X,X,949,90,75200
States,Michigan,2021,40,X,1.65484,X,X,X,X,X,X,1408,150,85084
States,Minnesota,2021,40,X,4.70541,X,X,X,X,X,X,1753,72,37255
States,Mississippi,2021,40,X,2.42783,X,X,X,X,X,X,312,33,12851
States,Missouri,2021,40,X,1.66713,X,X,X,X,X,X,482,49,28912
States,Montana,2021,40,X,1.39758,X,X,X,X,X,X,105,30,7513
States,Nebraska,2021,40,X,2.1225,X,X,X,X,X,X,315,74,14841
States,Nevada,2021,40,X,2.18232,X,X,X,X,X,X,220,22,10081
States,New Hampshire,2021,40,X,0,X,X,X,X,X,X,0,8,1196
States,New Jersey,2021,40,X,3.52746,X,X,X,X,X,X,1063,34,30135
States,New Mexico,2021,40,X,2.66194,X,X,X,X,X,X,556,38,20887
States,New York,2021,40,X,2.28857,X,X,X,X,X,X,1349,122,58945
States,North Carolina,2021,40,X,1.37293,X,X,X,X,X,X,1276,144,92940
States,North Dakota,2021,40,X,2.06273,X,X,X,X,X,X,73,9,3539
States,Ohio,2021,40,X,2.71795,X,X,X,X,X,X,1325,83,48750
States,Oklahoma,2021,40,X,1.0532,X,X,X,X,X,X,98,21,9305
States,Oregon,2021,40,X,1.35573,X,X,X,X,X,X,511,88,37692
States,Pennsylvania,2021,40,X,1.59767,X,X,X,X,X,X,1203,102,75297
States,Rhode Island,2021,40,X,0.398047,X,X,X,X,X,X,53,25,13315
States,South Carolina,2021,40,X,1.26172,X,X,X,X,X,X,401,40,31782
States,South Dakota,2021,40,X,0.898204,X,X,X,X,X,X,84,31,9352
States,Tennessee,2021,40,X,1.56992,X,X,X,X,X,X,522,104,33250
States,Texas,2021,40,X,2.3993,X,X,X,X,X,X,1283,76,53474
States,Utah,2021,40,X,1.91896,X,X,X,X,X,X,394,47,20532
States,Vermont,2021,40,X,1.12666,X,X,X,X,X,X,62,13,5503
States,Virginia,2021,40,X,2.59608,X,X,X,X,X,X,2848,164,109704
States,Washington,2021,40,X,1.53258,X,X,X,X,X,X,545,72,35561
States,West Virginia,2021,40,X,2.17179,X,X,X,X,X,X,267,39,12294
States,Wisconsin,2021,40,X,1.18857,X,X,X,X,X,X,274,34,23053
States,Wyoming,2021,40,X,2.26871,X,X,X,X,X,X,77,13,3394
States,Commonwealth of the Northern Mariana Islands,2021,40,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,40,X,8.27108,X,X,X,X,X,X,155,6,1874
States,Virgin Islands,2021,40,X,0.372539,X,X,X,X,X,X,7,5,1879
States,New York City,2021,40,X,2.22137,X,X,X,X,X,X,1845,29,83057
States,Alabama,2021,41,X,1.55095,X,X,X,X,X,X,743,108,47906
States,Alaska,2021,41,X,1.34621,X,X,X,X,X,X,46,12,3417
States,Arizona,2021,41,X,1.82393,X,X,X,X,X,X,179,29,9814
States,Arkansas,2021,41,X,1.36207,X,X,X,X,X,X,218,56,16005
States,California,2021,41,X,1.59992,X,X,X,X,X,X,1828,158,114256
States,Colorado,2021,41,X,2.0964,X,X,X,X,X,X,876,82,41786
States,Connecticut,2021,41,X,1.69796,X,X,X,X,X,X,832,74,49000
States,Delaware,2021,41,X,1.00167,X,X,X,X,X,X,108,16,10782
States,District of Columbia,2021,41,X,4.56906,X,X,X,X,X,X,308,4,6741
States,Florida,2021,41,X,2.71984,X,X,X,X,X,X,6218,358,228616
States,Georgia,2021,41,X,2.55923,X,X,X,X,X,X,1818,106,71037
States,Hawaii,2021,41,X,0.751527,X,X,X,X,X,X,16,16,2129
States,Idaho,2021,41,X,1.77497,X,X,X,X,X,X,174,34,9803
States,Illinois,2021,41,X,1.00425,X,X,X,X,X,X,797,187,79363
States,Indiana,2021,41,X,1.37193,X,X,X,X,X,X,720,106,52481
States,Iowa,2021,41,X,1.49365,X,X,X,X,X,X,100,17,6695
States,Kansas,2021,41,X,1.28875,X,X,X,X,X,X,185,27,14355
States,Kentucky,2021,41,X,1.17964,X,X,X,X,X,X,429,84,36367
States,Louisiana,2021,41,X,0.984992,X,X,X,X,X,X,401,92,40711
States,Maine,2021,41,X,1.32055,X,X,X,X,X,X,208,53,15751
States,Maryland,2021,41,X,1.98462,X,X,X,X,X,X,826,63,41620
States,Massachusetts,2021,41,X,1.21124,X,X,X,X,X,X,912,92,75295
States,Michigan,2021,41,X,1.46322,X,X,X,X,X,X,1242,154,84881
States,Minnesota,2021,41,X,4.0137,X,X,X,X,X,X,1594,75,39714
States,Mississippi,2021,41,X,2.46793,X,X,X,X,X,X,279,30,11305
States,Missouri,2021,41,X,1.73652,X,X,X,X,X,X,491,49,28275
States,Montana,2021,41,X,1.67267,X,X,X,X,X,X,116,30,6935
States,Nebraska,2021,41,X,1.97332,X,X,X,X,X,X,287,73,14544
States,Nevada,2021,41,X,1.71037,X,X,X,X,X,X,182,26,10641
States,New Hampshire,2021,41,X,0.339559,X,X,X,X,X,X,6,9,1767
States,New Jersey,2021,41,X,3.24383,X,X,X,X,X,X,929,33,28639
States,New Mexico,2021,41,X,2.83335,X,X,X,X,X,X,558,37,19694
States,New York,2021,41,X,2.11982,X,X,X,X,X,X,1197,124,56467
States,North Carolina,2021,41,X,1.28408,X,X,X,X,X,X,1201,145,93530
States,North Dakota,2021,41,X,2.36834,X,X,X,X,X,X,76,9,3209
States,Ohio,2021,41,X,2.68194,X,X,X,X,X,X,1295,86,48286
States,Oklahoma,2021,41,X,1.71585,X,X,X,X,X,X,157,21,9150
States,Oregon,2021,41,X,1.39916,X,X,X,X,X,X,524,89,37451
States,Pennsylvania,2021,41,X,1.46971,X,X,X,X,X,X,1083,102,73688
States,Rhode Island,2021,41,X,0.42494,X,X,X,X,X,X,58,27,13649
States,South Carolina,2021,41,X,1.19551,X,X,X,X,X,X,379,40,31702
States,South Dakota,2021,41,X,0.832017,X,X,X,X,X,X,79,31,9495
States,Tennessee,2021,41,X,1.44321,X,X,X,X,X,X,476,107,32982
States,Texas,2021,41,X,2.20494,X,X,X,X,X,X,1157,72,52473
States,Utah,2021,41,X,2.19521,X,X,X,X,X,X,419,47,19087
States,Vermont,2021,41,X,0.946548,X,X,X,X,X,X,51,14,5388
States,Virginia,2021,41,X,2.31852,X,X,X,X,X,X,2475,164,106749
States,Washington,2021,41,X,1.55474,X,X,X,X,X,X,535,72,34411
States,West Virginia,2021,41,X,1.52238,X,X,X,X,X,X,182,43,11955
States,Wisconsin,2021,41,X,1.05537,X,X,X,X,X,X,231,33,21888
States,Wyoming,2021,41,X,3.10743,X,X,X,X,X,X,105,14,3379
States,Commonwealth of the Northern Mariana Islands,2021,41,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,41,X,5.92885,X,X,X,X,X,X,120,7,2024
States,Virgin Islands,2021,41,X,0.33761,X,X,X,X,X,X,5,4,1481
States,New York City,2021,41,X,2.21315,X,X,X,X,X,X,1761,28,79570
States,Alabama,2021,42,X,1.62996,X,X,X,X,X,X,772,109,47363
States,Alaska,2021,42,X,1.15136,X,X,X,X,X,X,41,12,3561
States,Arizona,2021,42,X,1.63209,X,X,X,X,X,X,188,30,11519
States,Arkansas,2021,42,X,1.42165,X,X,X,X,X,X,220,54,15475
States,California,2021,42,X,1.70283,X,X,X,X,X,X,2023,161,118802
States,Colorado,2021,42,X,2.19001,X,X,X,X,X,X,917,82,41872
States,Connecticut,2021,42,X,1.41355,X,X,X,X,X,X,676,72,47823
States,Delaware,2021,42,X,0.846208,X,X,X,X,X,X,109,19,12881
States,District of Columbia,2021,42,X,4.16427,X,X,X,X,X,X,289,4,6940
States,Florida,2021,42,X,2.81387,X,X,X,X,X,X,6395,359,227267
States,Georgia,2021,42,X,2.26014,X,X,X,X,X,X,1595,105,70571
States,Hawaii,2021,42,X,0.931829,X,X,X,X,X,X,19,16,2039
States,Idaho,2021,42,X,1.45523,X,X,X,X,X,X,131,33,9002
States,Illinois,2021,42,X,1.04003,X,X,X,X,X,X,843,189,81055
States,Indiana,2021,42,X,1.30851,X,X,X,X,X,X,669,105,51127
States,Iowa,2021,42,X,1.01071,X,X,X,X,X,X,67,16,6629
States,Kansas,2021,42,X,1.47227,X,X,X,X,X,X,180,27,12226
States,Kentucky,2021,42,X,1.18242,X,X,X,X,X,X,416,83,35182
States,Louisiana,2021,42,X,0.894295,X,X,X,X,X,X,372,92,41597
States,Maine,2021,42,X,1.19209,X,X,X,X,X,X,185,53,15519
States,Maryland,2021,42,X,1.79331,X,X,X,X,X,X,759,62,42324
States,Massachusetts,2021,42,X,1.11751,X,X,X,X,X,X,836,93,74809
States,Michigan,2021,42,X,1.51329,X,X,X,X,X,X,1221,154,80685
States,Minnesota,2021,42,X,3.75369,X,X,X,X,X,X,1424,75,37936
States,Mississippi,2021,42,X,2.58256,X,X,X,X,X,X,330,32,12778
States,Missouri,2021,42,X,1.49167,X,X,X,X,X,X,409,49,27419
States,Montana,2021,42,X,1.88889,X,X,X,X,X,X,136,30,7200
States,Nebraska,2021,42,X,2.13754,X,X,X,X,X,X,313,73,14643
States,Nevada,2021,42,X,1.94034,X,X,X,X,X,X,214,25,11029
States,New Hampshire,2021,42,X,0.37234,X,X,X,X,X,X,7,9,1880
States,New Jersey,2021,42,X,2.89477,X,X,X,X,X,X,855,35,29536
States,New Mexico,2021,42,X,2.94692,X,X,X,X,X,X,634,40,21514
States,New York,2021,42,X,1.94862,X,X,X,X,X,X,1065,123,54654
States,North Carolina,2021,42,X,1.1447,X,X,X,X,X,X,1048,145,91552
States,North Dakota,2021,42,X,2.54287,X,X,X,X,X,X,86,9,3382
States,Ohio,2021,42,X,2.56432,X,X,X,X,X,X,1197,88,46679
States,Oklahoma,2021,42,X,1.27959,X,X,X,X,X,X,120,23,9378
States,Oregon,2021,42,X,1.36386,X,X,X,X,X,X,520,89,38127
States,Pennsylvania,2021,42,X,1.62744,X,X,X,X,X,X,446,46,27405
States,Rhode Island,2021,42,X,0.336411,X,X,X,X,X,X,47,27,13971
States,South Carolina,2021,42,X,1.16174,X,X,X,X,X,X,361,40,31074
States,South Dakota,2021,42,X,0.865485,X,X,X,X,X,X,83,31,9590
States,Tennessee,2021,42,X,1.40926,X,X,X,X,X,X,464,107,32925
States,Texas,2021,42,X,2.21965,X,X,X,X,X,X,1150,77,51810
States,Utah,2021,42,X,2.21968,X,X,X,X,X,X,447,47,20138
States,Vermont,2021,42,X,0.930321,X,X,X,X,X,X,49,13,5267
States,Virginia,2021,42,X,2.17909,X,X,X,X,X,X,2243,164,102933
States,Washington,2021,42,X,1.53321,X,X,X,X,X,X,526,72,34307
States,West Virginia,2021,42,X,1.45198,X,X,X,X,X,X,187,42,12879
States,Wisconsin,2021,42,X,1.1237,X,X,X,X,X,X,242,34,21536
States,Wyoming,2021,42,X,3.18618,X,X,X,X,X,X,83,12,2605
States,Commonwealth of the Northern Mariana Islands,2021,42,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,42,X,7.58588,X,X,X,X,X,X,159,7,2096
States,Virgin Islands,2021,42,X,0.521512,X,X,X,X,X,X,8,4,1534
States,New York City,2021,42,X,2.08323,X,X,X,X,X,X,1655,30,79444
States,Alabama,2021,43,X,1.73286,X,X,X,X,X,X,767,97,44262
States,Alaska,2021,43,X,1.24638,X,X,X,X,X,X,43,12,3450
States,Arizona,2021,43,X,1.79171,X,X,X,X,X,X,208,30,11609
States,Arkansas,2021,43,X,1.33308,X,X,X,X,X,X,209,54,15678
States,California,2021,43,X,1.70732,X,X,X,X,X,X,2044,161,119720
States,Colorado,2021,43,X,2.22154,X,X,X,X,X,X,945,82,42538
States,Connecticut,2021,43,X,1.44405,X,X,X,X,X,X,661,72,45774
States,Delaware,2021,43,X,0.912799,X,X,X,X,X,X,94,16,10298
States,District of Columbia,2021,43,X,4.85167,X,X,X,X,X,X,332,4,6843
States,Florida,2021,43,X,2.88061,X,X,X,X,X,X,6495,359,225473
States,Georgia,2021,43,X,2.48776,X,X,X,X,X,X,1758,105,70666
States,Hawaii,2021,43,X,1.17754,X,X,X,X,X,X,26,16,2208
States,Idaho,2021,43,X,1.42583,X,X,X,X,X,X,141,35,9889
States,Illinois,2021,43,X,1.07399,X,X,X,X,X,X,840,186,78213
States,Indiana,2021,43,X,1.31569,X,X,X,X,X,X,679,107,51608
States,Iowa,2021,43,X,1.16261,X,X,X,X,X,X,75,17,6451
States,Kansas,2021,43,X,1.07649,X,X,X,X,X,X,180,33,16721
States,Kentucky,2021,43,X,1.41028,X,X,X,X,X,X,500,83,35454
States,Louisiana,2021,43,X,0.924127,X,X,X,X,X,X,371,92,40146
States,Maine,2021,43,X,1.43434,X,X,X,X,X,X,213,53,14850
States,Maryland,2021,43,X,1.87835,X,X,X,X,X,X,827,69,44028
States,Massachusetts,2021,43,X,1.08467,X,X,X,X,X,X,769,93,70897
States,Michigan,2021,43,X,1.50128,X,X,X,X,X,X,1192,154,79399
States,Minnesota,2021,43,X,4.01662,X,X,X,X,X,X,1585,75,39461
States,Mississippi,2021,43,X,2.56128,X,X,X,X,X,X,349,34,13626
States,Missouri,2021,43,X,1.53139,X,X,X,X,X,X,423,49,27622
States,Montana,2021,43,X,1.76966,X,X,X,X,X,X,126,30,7120
States,Nebraska,2021,43,X,2.57089,X,X,X,X,X,X,330,73,12836
States,Nevada,2021,43,X,2.22663,X,X,X,X,X,X,236,24,10599
States,New Hampshire,2021,43,X,0.483325,X,X,X,X,X,X,10,11,2069
States,New Jersey,2021,43,X,3.01688,X,X,X,X,X,X,858,35,28440
States,New Mexico,2021,43,X,3.16667,X,X,X,X,X,X,665,39,21000
States,New York,2021,43,X,1.94925,X,X,X,X,X,X,1021,124,52379
States,North Carolina,2021,43,X,1.23386,X,X,X,X,X,X,1133,147,91826
States,North Dakota,2021,43,X,1.87835,X,X,X,X,X,X,63,9,3354
States,Ohio,2021,43,X,2.48406,X,X,X,X,X,X,1157,88,46577
States,Oklahoma,2021,43,X,1.03934,X,X,X,X,X,X,93,21,8948
States,Oregon,2021,43,X,1.33114,X,X,X,X,X,X,509,89,38238
States,Pennsylvania,2021,43,X,1.35388,X,X,X,X,X,X,947,101,69947
States,Rhode Island,2021,43,X,0.774174,X,X,X,X,X,X,100,26,12917
States,South Carolina,2021,43,X,1.20177,X,X,X,X,X,X,375,41,31204
States,South Dakota,2021,43,X,1.01381,X,X,X,X,X,X,94,31,9272
States,Tennessee,2021,43,X,1.25506,X,X,X,X,X,X,428,106,34102
States,Texas,2021,43,X,2.29476,X,X,X,X,X,X,1089,60,47456
States,Utah,2021,43,X,2.43006,X,X,X,X,X,X,489,47,20123
States,Vermont,2021,43,X,0.9328,X,X,X,X,X,X,49,13,5253
States,Virginia,2021,43,X,2.20879,X,X,X,X,X,X,2229,163,100915
States,Washington,2021,43,X,1.49618,X,X,X,X,X,X,496,71,33151
States,West Virginia,2021,43,X,1.35431,X,X,X,X,X,X,167,41,12331
States,Wisconsin,2021,43,X,0.997424,X,X,X,X,X,X,213,34,21355
States,Wyoming,2021,43,X,2.82271,X,X,X,X,X,X,89,11,3153
States,Commonwealth of the Northern Mariana Islands,2021,43,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,43,X,11.7438,X,X,X,X,X,X,231,7,1967
States,Virgin Islands,2021,43,X,0.256246,X,X,X,X,X,X,4,4,1561
States,New York City,2021,43,X,2.0343,X,X,X,X,X,X,1509,28,74178
States,Alabama,2021,44,X,1.87946,X,X,X,X,X,X,856,100,45545
States,Alaska,2021,44,X,1.36945,X,X,X,X,X,X,45,12,3286
States,Arizona,2021,44,X,2.41963,X,X,X,X,X,X,286,31,11820
States,Arkansas,2021,44,X,1.70017,X,X,X,X,X,X,274,56,16116
States,California,2021,44,X,1.67203,X,X,X,X,X,X,2006,158,119974
States,Colorado,2021,44,X,2.4819,X,X,X,X,X,X,1056,82,42548
States,Connecticut,2021,44,X,1.68757,X,X,X,X,X,X,794,72,47050
States,Delaware,2021,44,X,0.711249,X,X,X,X,X,X,87,19,12232
States,District of Columbia,2021,44,X,3.14361,X,X,X,X,X,X,95,1,3022
States,Florida,2021,44,X,3.36512,X,X,X,X,X,X,7710,360,229115
States,Georgia,2021,44,X,2.94832,X,X,X,X,X,X,2063,101,69972
States,Hawaii,2021,44,X,1.18374,X,X,X,X,X,X,23,15,1943
States,Idaho,2021,44,X,1.64721,X,X,X,X,X,X,158,34,9592
States,Illinois,2021,44,X,1.13671,X,X,X,X,X,X,892,185,78472
States,Indiana,2021,44,X,1.53442,X,X,X,X,X,X,795,106,51811
States,Iowa,2021,44,X,1.53916,X,X,X,X,X,X,101,17,6562
